# Rocha-Lima et al. (2018) ACP 18, 1023-1043, Fig. 10.
# Imaginary refractive index of Saharan dust, digitised from
# the published figure -- the paper tabulates no k anywhere,
# and its data are available only on request from the author.
# Real part is an ASSUMED constant 1.56 in that paper, not a
# retrieval. Accuracy about +/-0.0005 in k; validated against
# the four values the text states. Regenerate with --digitize.
panel,series,wavelength_nm,k
algeria,fine_mie,590.2,0.001451
algeria,fine_mie,594.9,0.001375
algeria,fine_mie,599.5,0.001375
algeria,fine_mie,604.2,0.001375
algeria,fine_mie,608.8,0.001375
algeria,fine_mie,613.5,0.001298
algeria,fine_mie,618.2,0.001298
algeria,fine_mie,622.8,0.001298
algeria,fine_mie,627.5,0.001298
algeria,fine_mie,632.1,0.001298
algeria,fine_mie,636.8,0.001356
algeria,fine_mie,641.5,0.001451
algeria,fine_mie,664.8,0.001107
algeria,fine_mie,669.4,0.001107
algeria,fine_mie,674.1,0.001107
algeria,fine_mie,678.7,0.001107
algeria,fine_mie,683.4,0.001107
algeria,fine_mie,758.0,0.00168
algeria,fine_mie,762.6,0.00168
algeria,fine_mie,767.3,0.001585
algeria,fine_mie,790.6,0.001184
algeria,fine_mie,795.2,0.001107
algeria,fine_mie,799.9,0.001107
algeria,fine_mie,804.6,0.001107
algeria,fine_mie,809.2,0.001107
algeria,fine_mie,813.9,0.001107
algeria,fine_mie,818.5,0.001184
algeria,fine_mie,823.2,0.001298
algeria,fine_mie,827.9,0.001298
algeria,fine_mie,832.5,0.001298
algeria,fine_mie,837.2,0.001298
algeria,fine_mie,841.8,0.001298
algeria,fine_mie,846.5,0.001298
algeria,fine_mie,851.2,0.001337
algeria,fine_mie,855.8,0.001337
algeria,fine_mie,860.5,0.001337
algeria,fine_mie,865.1,0.001317
algeria,fine_mie,869.8,0.001317
algeria,fine_mie,874.5,0.001337
algeria,fine_mie,879.1,0.001337
algeria,fine_mie,883.8,0.001337
algeria,fine_mie,888.4,0.001317
algeria,fine_mie,893.1,0.001337
algeria,fine_mie,897.8,0.001394
algeria,fine_mie,902.4,0.001337
algeria,fine_mie,907.1,0.001337
algeria,fine_mie,911.7,0.001337
algeria,fine_mie,916.4,0.001451
algeria,fine_mie,921.1,0.00147
algeria,fine_mie,925.7,0.00147
algeria,fine_mie,930.4,0.00147
algeria,fine_mie,935.0,0.00147
algeria,fine_mie,939.7,0.001432
algeria,fine_mie,944.4,0.001413
algeria,fine_mie,949.0,0.001604
algeria,fine_mie,953.7,0.001527
algeria,fine_mie,958.3,0.001527
algeria,fine_mie,963.0,0.001642
algeria,fine_mie,967.7,0.00168
algeria,fine_mie,972.3,0.00168
algeria,fine_mie,977.0,0.001833
algeria,fine_mie,981.7,0.001833
algeria,fine_mie,986.3,0.001833
algeria,fine_mie,991.0,0.001833
algeria,fine_mie,995.6,0.001833
algeria,fine_mie,1000.3,0.001833
algeria,fine_mie,1009.6,0.001833
algeria,fine_mie,1014.3,0.001852
algeria,fine_mie,1018.9,0.001947
algeria,fine_mie,1023.6,0.001871
algeria,fine_mie,1028.3,0.001871
algeria,fine_mie,1032.9,0.001871
algeria,fine_mie,1037.6,0.001852
algeria,fine_mie,1042.2,0.001833
algeria,fine_mie,1046.9,0.001833
algeria,fine_mie,1051.6,0.001795
algeria,fine_mie,1056.2,0.001776
algeria,fine_mie,1060.9,0.001795
algeria,fine_mie,1065.5,0.001776
algeria,fine_mie,1070.2,0.001795
algeria,fine_mie,1074.9,0.001871
algeria,fine_mie,1079.5,0.001871
algeria,fine_mie,1084.2,0.001871
algeria,fine_mie,1088.8,0.002024
algeria,fine_mie,1093.5,0.002024
algeria,fine_mie,1098.2,0.002043
algeria,fine_mie,1102.8,0.002043
algeria,fine_mie,1107.5,0.002043
algeria,fine_mie,1112.1,0.002768
algeria,fine_mie,1116.8,0.002959
algeria,fine_mie,1121.5,0.002998
algeria,fine_mie,1126.1,0.003017
algeria,fine_mie,1130.8,0.003017
algeria,fine_mie,1135.4,0.003017
algeria,fine_mie,1140.1,0.002959
algeria,fine_mie,1144.8,0.00294
algeria,fine_mie,1149.4,0.002578
algeria,fine_mie,1154.1,0.002711
algeria,fine_mie,1158.7,0.003036
algeria,fine_mie,1163.4,0.003246
algeria,fine_mie,1168.1,0.003246
algeria,fine_mie,1172.7,0.003265
algeria,fine_mie,1177.4,0.003284
algeria,fine_mie,1182.0,0.003284
algeria,fine_mie,1186.7,0.003265
algeria,fine_mie,1191.4,0.003246
algeria,fine_mie,1196.0,0.003227
algeria,fine_mie,1200.7,0.002597
algeria,fine_mie,1205.3,0.002597
algeria,fine_mie,1210.0,0.002864
algeria,fine_mie,1214.7,0.003437
algeria,fine_mie,1219.3,0.003628
algeria,fine_mie,1224.0,0.003628
algeria,fine_mie,1228.6,0.003628
algeria,fine_mie,1233.3,0.003628
algeria,fine_mie,1238.0,0.003589
algeria,fine_mie,1242.6,0.003532
algeria,fine_mie,1247.3,0.003475
algeria,fine_mie,1251.9,0.002979
algeria,fine_mie,1256.6,0.002979
algeria,fine_mie,1261.3,0.003513
algeria,fine_mie,1265.9,0.003513
algeria,fine_mie,1270.6,0.003513
algeria,fine_mie,1275.2,0.003532
algeria,fine_mie,1279.9,0.003513
algeria,fine_mie,1284.6,0.003513
algeria,fine_mie,1289.2,0.003399
algeria,fine_mie,1293.9,0.003341
algeria,fine_mie,1298.5,0.003169
algeria,fine_mie,1303.2,0.003169
algeria,fine_mie,1307.9,0.003303
algeria,fine_mie,1312.5,0.003399
algeria,fine_mie,1317.2,0.003456
algeria,fine_mie,1321.8,0.00357
algeria,fine_mie,1326.5,0.003609
algeria,fine_mie,1331.2,0.003609
algeria,fine_mie,1335.8,0.003609
algeria,fine_mie,1340.5,0.003589
algeria,fine_mie,1345.1,0.003589
algeria,fine_mie,1349.8,0.003036
algeria,fine_mie,1354.5,0.002998
algeria,fine_mie,1363.8,0.003189
algeria,fine_mie,1368.4,0.003723
algeria,fine_mie,1373.1,0.00401
algeria,fine_mie,1377.8,0.004029
algeria,fine_mie,1382.4,0.004029
algeria,fine_mie,1387.1,0.00401
algeria,fine_mie,1391.7,0.00399
algeria,fine_mie,1396.4,0.00399
algeria,fine_mie,1401.1,0.003399
algeria,fine_mie,1405.7,0.003399
algeria,fine_mie,1410.4,0.003895
algeria,fine_mie,1415.0,0.003914
algeria,fine_mie,1419.7,0.003914
algeria,fine_mie,1424.4,0.003914
algeria,fine_mie,1429.0,0.003933
algeria,fine_mie,1433.7,0.003933
algeria,fine_mie,1438.3,0.003876
algeria,fine_mie,1443.0,0.003819
algeria,fine_mie,1447.7,0.0038
algeria,fine_mie,1452.3,0.003704
algeria,fine_mie,1457.0,0.003704
algeria,fine_mie,1461.7,0.003723
algeria,fine_mie,1466.3,0.003742
algeria,fine_mie,1471.0,0.003742
algeria,fine_mie,1475.6,0.003742
algeria,fine_mie,1480.3,0.003761
algeria,fine_mie,1485.0,0.0038
algeria,fine_mie,1489.6,0.0038
algeria,fine_mie,1494.3,0.0038
algeria,fine_mie,1498.9,0.003838
algeria,fine_mie,1503.6,0.003838
algeria,fine_mie,1508.3,0.003838
algeria,fine_mie,1512.9,0.004029
algeria,fine_mie,1517.6,0.004067
algeria,fine_mie,1522.2,0.004105
algeria,fine_mie,1526.9,0.004181
algeria,fine_mie,1531.6,0.004181
algeria,fine_mie,1536.2,0.004181
algeria,fine_mie,1540.9,0.004162
algeria,fine_mie,1545.5,0.004162
algeria,fine_mie,1550.2,0.00443
algeria,fine_mie,1554.9,0.004105
algeria,fine_mie,1559.5,0.00443
algeria,fine_mie,1564.2,0.00443
algeria,fine_mie,1568.8,0.004449
algeria,fine_mie,1573.5,0.004487
algeria,fine_mie,1578.2,0.004506
algeria,fine_mie,1582.8,0.004506
algeria,fine_mie,1587.5,0.004506
algeria,fine_mie,1592.1,0.004487
algeria,fine_mie,1596.8,0.004506
algeria,fine_mie,1601.5,0.004296
algeria,fine_mie,1606.1,0.003971
algeria,fine_mie,1610.8,0.004601
algeria,fine_mie,1615.4,0.004601
algeria,fine_mie,1620.1,0.004582
algeria,fine_mie,1624.8,0.004621
algeria,fine_mie,1629.4,0.004621
algeria,fine_mie,1634.1,0.004621
algeria,fine_mie,1638.7,0.004621
algeria,fine_mie,1643.4,0.004601
algeria,fine_mie,1648.1,0.004601
algeria,fine_mie,1652.7,0.004563
algeria,fine_mie,1657.4,0.004563
algeria,fine_mie,1662.0,0.004582
algeria,fine_mie,1666.7,0.004582
algeria,fine_mie,1671.4,0.004582
algeria,fine_mie,1676.0,0.004601
algeria,fine_mie,1680.7,0.004621
algeria,fine_mie,1685.3,0.00464
algeria,fine_mie,1690.0,0.004621
algeria,fine_mie,1694.7,0.004621
algeria,fine_mie,1699.3,0.004621
algeria,fine_mie,1704.0,0.004601
algeria,fine_mie,1708.6,0.004601
algeria,fine_mie,1713.3,0.004697
algeria,fine_mie,1718.0,0.004716
algeria,fine_mie,1722.6,0.00485
algeria,fine_mie,1727.3,0.004869
algeria,fine_mie,1731.9,0.004869
algeria,fine_mie,1736.6,0.004926
algeria,fine_mie,1741.3,0.004945
algeria,fine_mie,1745.9,0.004945
algeria,fine_mie,1750.6,0.004258
algeria,fine_mie,1755.2,0.004258
algeria,fine_mie,1759.9,0.005136
algeria,fine_mie,1764.6,0.005155
algeria,fine_mie,1769.2,0.005155
algeria,fine_mie,1773.9,0.005155
algeria,fine_mie,1778.5,0.005174
algeria,fine_mie,1783.2,0.005174
algeria,fine_mie,1787.9,0.005174
algeria,fine_mie,1792.5,0.005193
algeria,fine_mie,1797.2,0.005232
algeria,fine_mie,1811.2,0.005575
algeria,fine_mie,1815.8,0.005575
algeria,fine_mie,1820.5,0.005575
algeria,fine_mie,1825.1,0.005575
algeria,fine_mie,1829.8,0.005575
algeria,fine_mie,1834.5,0.005575
algeria,fine_mie,1839.1,0.005556
algeria,fine_mie,1843.8,0.005556
algeria,fine_mie,1848.4,0.005556
algeria,fine_mie,1862.4,0.005251
algeria,fine_mie,1867.1,0.005232
algeria,fine_mie,1871.7,0.005232
algeria,fine_mie,1876.4,0.005232
algeria,fine_mie,1881.1,0.005232
algeria,fine_mie,1885.7,0.005251
algeria,fine_mie,1890.4,0.005232
algeria,fine_mie,1895.0,0.005232
algeria,fine_mie,1899.7,0.004411
algeria,fine_mie,1904.4,0.004411
algeria,fine_mie,1909.0,0.004411
algeria,fine_mie,1913.7,0.005327
algeria,fine_mie,1918.3,0.005384
algeria,fine_mie,1923.0,0.005384
algeria,fine_mie,1927.7,0.005403
algeria,fine_mie,1932.3,0.005403
algeria,fine_mie,1937.0,0.005403
algeria,fine_mie,1941.7,0.005384
algeria,fine_mie,1946.3,0.005384
algeria,fine_mie,1955.6,0.004621
algeria,fine_mie,1960.3,0.005671
algeria,fine_mie,1965.0,0.00569
algeria,fine_mie,1969.6,0.005709
algeria,fine_mie,1974.3,0.005747
algeria,fine_mie,1978.9,0.005747
algeria,fine_mie,1983.6,0.005747
algeria,fine_mie,1988.3,0.005728
algeria,fine_mie,1992.9,0.005747
algeria,fine_mie,1997.6,0.005747
algeria,fine_mie,2002.2,0.004735
algeria,fine_mie,2006.9,0.004716
algeria,fine_mie,2011.6,0.005766
algeria,fine_mie,2016.2,0.005728
algeria,fine_mie,2020.9,0.005709
algeria,fine_mie,2025.5,0.005709
algeria,fine_mie,2030.2,0.005709
algeria,fine_mie,2034.9,0.005709
algeria,fine_mie,2039.5,0.005709
algeria,fine_mie,2044.2,0.00569
algeria,fine_mie,2048.8,0.00569
algeria,fine_mie,2062.8,0.005632
algeria,fine_mie,2067.5,0.005613
algeria,fine_mie,2072.1,0.005613
algeria,fine_mie,2076.8,0.005613
algeria,fine_mie,2081.5,0.005613
algeria,fine_mie,2086.1,0.005613
algeria,fine_mie,2090.8,0.005594
algeria,fine_mie,2095.4,0.005575
algeria,fine_mie,2100.1,0.004773
algeria,fine_mie,2104.8,0.004773
algeria,fine_mie,2109.4,0.004964
algeria,fine_mie,2114.1,0.004964
algeria,fine_mie,2118.7,0.005442
algeria,fine_mie,2123.4,0.005442
algeria,fine_mie,2128.1,0.005881
algeria,fine_mie,2132.7,0.005881
algeria,fine_mie,2137.4,0.005499
algeria,fine_mie,2142.0,0.005155
algeria,fine_mie,2146.7,0.005136
algeria,fine_mie,2156.0,0.005842
algeria,fine_mie,2160.7,0.005842
algeria,fine_mie,2165.3,0.005862
algeria,fine_mie,2170.0,0.005842
algeria,fine_mie,2174.7,0.005862
algeria,fine_mie,2179.3,0.005862
algeria,fine_mie,2184.0,0.0059
algeria,fine_mie,2188.6,0.0059
algeria,fine_mie,2193.3,0.005881
algeria,fine_mie,2198.0,0.0059
algeria,fine_mie,2202.6,0.005002
algeria,fine_mie,2207.3,0.005002
algeria,fine_mie,2211.9,0.006301
algeria,fine_mie,2216.6,0.006301
algeria,fine_mie,2221.3,0.006301
algeria,fine_mie,2225.9,0.00632
algeria,fine_mie,2230.6,0.00632
algeria,fine_mie,2235.2,0.00632
algeria,fine_mie,2239.9,0.006301
algeria,fine_mie,2244.6,0.00632
algeria,fine_mie,2249.2,0.005308
algeria,fine_mie,2258.5,0.006568
algeria,fine_mie,2263.2,0.007236
algeria,fine_mie,2267.9,0.007236
algeria,fine_mie,2272.5,0.007236
algeria,fine_mie,2277.2,0.007236
algeria,fine_mie,2281.8,0.007236
algeria,fine_mie,2286.5,0.007236
algeria,fine_mie,2291.2,0.007236
algeria,fine_mie,2295.8,0.007217
algeria,fine_mie,2314.5,0.007103
algeria,fine_mie,2319.1,0.007103
algeria,fine_mie,2323.8,0.007122
algeria,fine_mie,2328.4,0.007122
algeria,fine_mie,2333.1,0.007141
algeria,fine_mie,2337.8,0.007122
algeria,fine_mie,2342.4,0.007103
algeria,fine_mie,2347.1,0.007122
algeria,fine_mie,2351.7,0.005842
algeria,fine_mie,2356.4,0.005728
algeria,fine_mie,2361.1,0.00674
algeria,fine_mie,2365.7,0.006721
algeria,fine_mie,2370.4,0.006702
algeria,fine_mie,2375.0,0.006721
algeria,fine_mie,2379.7,0.006721
algeria,fine_mie,2384.4,0.006721
algeria,fine_mie,2389.0,0.006721
algeria,fine_mie,2393.7,0.006721
algeria,fine_mie,2412.3,0.006702
algeria,fine_mie,2417.0,0.006721
algeria,fine_mie,2421.7,0.006721
algeria,fine_mie,2426.3,0.006759
algeria,fine_mie,2431.0,0.006759
algeria,fine_mie,2435.6,0.006759
algeria,fine_mie,2440.3,0.006778
algeria,fine_mie,2445.0,0.006778
algeria,fine_mie,2449.6,0.007866
algeria,fine_mie,2454.3,0.007866
algeria,fine_mie,2458.9,0.006301
algeria,fine_mie,2463.6,0.006301
algeria,fine_mie,2468.3,0.006301
algeria,fine_mie,2472.9,0.006301
algeria,fine_mie,2477.6,0.006301
algeria,fine_mie,2482.2,0.006301
algeria,fine_mie,2486.9,0.006301
algeria,fine_mie,2491.6,0.006301
algeria,fine_mie,2496.2,0.006282
algeria,fine_tmatrix,361.8,0.008764
algeria,fine_tmatrix,366.5,0.009566
algeria,fine_tmatrix,371.2,0.009566
algeria,fine_tmatrix,375.8,0.009566
algeria,fine_tmatrix,380.5,0.010368
algeria,fine_tmatrix,385.1,0.008286
algeria,fine_tmatrix,389.8,0.008134
algeria,fine_tmatrix,394.5,0.007007
algeria,fine_tmatrix,399.1,0.00695
algeria,fine_tmatrix,403.8,0.006931
algeria,fine_tmatrix,408.4,0.006931
algeria,fine_tmatrix,413.1,0.006148
algeria,fine_tmatrix,417.8,0.006129
algeria,fine_tmatrix,422.4,0.005995
algeria,fine_tmatrix,427.1,0.005232
algeria,fine_tmatrix,431.7,0.005232
algeria,fine_tmatrix,436.4,0.004907
algeria,fine_tmatrix,441.1,0.004468
algeria,fine_tmatrix,445.7,0.004315
algeria,fine_tmatrix,450.4,0.00399
algeria,fine_tmatrix,455.0,0.00399
algeria,fine_tmatrix,459.7,0.003971
algeria,fine_tmatrix,464.4,0.003895
algeria,fine_tmatrix,469.0,0.003895
algeria,fine_tmatrix,473.7,0.00336
algeria,fine_tmatrix,478.3,0.003341
algeria,fine_tmatrix,483.0,0.003341
algeria,fine_tmatrix,487.7,0.003322
algeria,fine_tmatrix,492.3,0.003246
algeria,fine_tmatrix,497.0,0.003074
algeria,fine_tmatrix,501.7,0.002902
algeria,fine_tmatrix,506.3,0.002902
algeria,fine_tmatrix,511.0,0.002845
algeria,fine_tmatrix,515.6,0.00273
algeria,fine_tmatrix,520.3,0.00273
algeria,fine_tmatrix,525.0,0.002387
algeria,fine_tmatrix,529.6,0.002368
algeria,fine_tmatrix,534.3,0.002368
algeria,fine_tmatrix,538.9,0.002215
algeria,fine_tmatrix,543.6,0.002158
algeria,fine_tmatrix,548.3,0.002024
algeria,fine_tmatrix,552.9,0.001986
algeria,fine_tmatrix,557.6,0.001986
algeria,fine_tmatrix,562.2,0.001871
algeria,fine_tmatrix,566.9,0.001795
algeria,fine_tmatrix,571.6,0.001757
algeria,fine_tmatrix,576.2,0.001604
algeria,fine_tmatrix,580.9,0.001604
algeria,fine_tmatrix,585.5,0.001585
algeria,fine_tmatrix,590.2,0.001585
algeria,fine_tmatrix,594.9,0.001585
algeria,fine_tmatrix,599.5,0.001604
algeria,fine_tmatrix,604.2,0.001604
algeria,fine_tmatrix,608.8,0.001585
algeria,fine_tmatrix,613.5,0.001566
algeria,fine_tmatrix,618.2,0.001585
algeria,fine_tmatrix,622.8,0.001585
algeria,fine_tmatrix,627.5,0.001585
algeria,fine_tmatrix,632.1,0.001585
algeria,fine_tmatrix,636.8,0.001566
algeria,fine_tmatrix,641.5,0.001547
algeria,fine_tmatrix,646.1,0.001527
algeria,fine_tmatrix,650.8,0.001413
algeria,fine_tmatrix,655.4,0.001413
algeria,fine_tmatrix,660.1,0.001375
algeria,fine_tmatrix,664.8,0.001375
algeria,fine_tmatrix,669.4,0.001394
algeria,fine_tmatrix,674.1,0.001394
algeria,fine_tmatrix,678.7,0.001375
algeria,fine_tmatrix,683.4,0.001375
algeria,fine_tmatrix,688.1,0.001394
algeria,fine_tmatrix,692.7,0.001394
algeria,fine_tmatrix,697.4,0.001394
algeria,fine_tmatrix,702.0,0.001413
algeria,fine_tmatrix,706.7,0.001432
algeria,fine_tmatrix,711.4,0.001413
algeria,fine_tmatrix,716.0,0.001375
algeria,fine_tmatrix,720.7,0.001394
algeria,fine_tmatrix,725.3,0.001375
algeria,fine_tmatrix,730.0,0.001375
algeria,fine_tmatrix,734.7,0.001375
algeria,fine_tmatrix,739.3,0.001375
algeria,fine_tmatrix,744.0,0.001375
algeria,fine_tmatrix,748.6,0.001394
algeria,fine_tmatrix,753.3,0.001413
algeria,fine_tmatrix,758.0,0.001413
algeria,fine_tmatrix,762.6,0.001432
algeria,fine_tmatrix,767.3,0.001432
algeria,fine_tmatrix,771.9,0.001451
algeria,fine_tmatrix,776.6,0.001547
algeria,fine_tmatrix,781.3,0.001547
algeria,fine_tmatrix,785.9,0.001527
algeria,fine_tmatrix,790.6,0.001432
algeria,fine_tmatrix,795.2,0.001432
algeria,fine_tmatrix,799.9,0.001413
algeria,fine_tmatrix,804.6,0.001413
algeria,fine_tmatrix,809.2,0.001413
algeria,fine_tmatrix,813.9,0.001432
algeria,fine_tmatrix,818.5,0.001432
algeria,fine_tmatrix,823.2,0.001547
algeria,fine_tmatrix,827.9,0.001547
algeria,fine_tmatrix,832.5,0.001547
algeria,fine_tmatrix,837.2,0.001547
algeria,fine_tmatrix,841.8,0.001547
algeria,fine_tmatrix,846.5,0.001547
algeria,fine_tmatrix,851.2,0.001547
algeria,fine_tmatrix,855.8,0.001547
algeria,fine_tmatrix,860.5,0.001547
algeria,fine_tmatrix,865.1,0.001547
algeria,fine_tmatrix,869.8,0.001547
algeria,fine_tmatrix,888.4,0.001547
algeria,fine_tmatrix,893.1,0.001547
algeria,fine_tmatrix,897.8,0.001547
algeria,fine_tmatrix,902.4,0.001547
algeria,fine_tmatrix,907.1,0.001547
algeria,fine_tmatrix,911.7,0.001547
algeria,fine_tmatrix,916.4,0.001547
algeria,fine_tmatrix,921.1,0.001527
algeria,fine_tmatrix,939.7,0.001757
algeria,fine_tmatrix,944.4,0.001757
algeria,fine_tmatrix,949.0,0.001757
algeria,fine_tmatrix,953.7,0.001757
algeria,fine_tmatrix,958.3,0.001757
algeria,fine_tmatrix,963.0,0.001757
algeria,fine_tmatrix,967.7,0.001757
algeria,fine_tmatrix,972.3,0.001718
algeria,fine_tmatrix,986.3,0.001947
algeria,fine_tmatrix,991.0,0.001947
algeria,fine_tmatrix,995.6,0.001947
algeria,fine_tmatrix,1000.3,0.001947
algeria,fine_tmatrix,1005.0,0.001947
algeria,fine_tmatrix,1009.6,0.001947
algeria,fine_tmatrix,1014.3,0.001947
algeria,fine_tmatrix,1018.9,0.001947
algeria,fine_tmatrix,1037.6,0.002291
algeria,fine_tmatrix,1042.2,0.002177
algeria,fine_tmatrix,1046.9,0.002177
algeria,fine_tmatrix,1051.6,0.002177
algeria,fine_tmatrix,1056.2,0.002177
algeria,fine_tmatrix,1060.9,0.002177
algeria,fine_tmatrix,1065.5,0.002177
algeria,fine_tmatrix,1070.2,0.002158
algeria,fine_tmatrix,1088.8,0.002329
algeria,fine_tmatrix,1093.5,0.002368
algeria,fine_tmatrix,1098.2,0.002368
algeria,fine_tmatrix,1102.8,0.002368
algeria,fine_tmatrix,1107.5,0.002368
algeria,fine_tmatrix,1112.1,0.002368
algeria,fine_tmatrix,1116.8,0.002368
algeria,fine_tmatrix,1121.5,0.002329
algeria,fine_tmatrix,1140.1,0.003379
algeria,fine_tmatrix,1144.8,0.003379
algeria,fine_tmatrix,1149.4,0.003379
algeria,fine_tmatrix,1154.1,0.003379
algeria,fine_tmatrix,1158.7,0.003379
algeria,fine_tmatrix,1163.4,0.003379
algeria,fine_tmatrix,1168.1,0.00336
algeria,fine_tmatrix,1172.7,0.003322
algeria,fine_tmatrix,1186.7,0.003532
algeria,fine_tmatrix,1191.4,0.003551
algeria,fine_tmatrix,1196.0,0.003551
algeria,fine_tmatrix,1200.7,0.003551
algeria,fine_tmatrix,1205.3,0.003551
algeria,fine_tmatrix,1210.0,0.003551
algeria,fine_tmatrix,1214.7,0.003551
algeria,fine_tmatrix,1219.3,0.003532
algeria,fine_tmatrix,1238.0,0.003742
algeria,fine_tmatrix,1242.6,0.003761
algeria,fine_tmatrix,1247.3,0.003761
algeria,fine_tmatrix,1251.9,0.003761
algeria,fine_tmatrix,1256.6,0.003761
algeria,fine_tmatrix,1261.3,0.003761
algeria,fine_tmatrix,1265.9,0.003761
algeria,fine_tmatrix,1270.6,0.003742
algeria,fine_tmatrix,1289.2,0.003933
algeria,fine_tmatrix,1293.9,0.003952
algeria,fine_tmatrix,1298.5,0.003952
algeria,fine_tmatrix,1303.2,0.003952
algeria,fine_tmatrix,1307.9,0.003952
algeria,fine_tmatrix,1312.5,0.003952
algeria,fine_tmatrix,1317.2,0.003952
algeria,fine_tmatrix,1321.8,0.003704
algeria,fine_tmatrix,1335.8,0.003933
algeria,fine_tmatrix,1340.5,0.003971
algeria,fine_tmatrix,1345.1,0.003971
algeria,fine_tmatrix,1349.8,0.003971
algeria,fine_tmatrix,1354.5,0.003971
algeria,fine_tmatrix,1359.1,0.003971
algeria,fine_tmatrix,1363.8,0.003971
algeria,fine_tmatrix,1368.4,0.003971
algeria,fine_tmatrix,1373.1,0.003933
algeria,fine_tmatrix,1387.1,0.004468
algeria,fine_tmatrix,1391.7,0.004181
algeria,fine_tmatrix,1396.4,0.004181
algeria,fine_tmatrix,1401.1,0.004181
algeria,fine_tmatrix,1405.7,0.004181
algeria,fine_tmatrix,1410.4,0.004181
algeria,fine_tmatrix,1415.0,0.004181
algeria,fine_tmatrix,1419.7,0.004468
algeria,fine_tmatrix,1424.4,0.004811
algeria,fine_tmatrix,1438.3,0.004315
algeria,fine_tmatrix,1443.0,0.004372
algeria,fine_tmatrix,1447.7,0.004372
algeria,fine_tmatrix,1452.3,0.004372
algeria,fine_tmatrix,1457.0,0.004372
algeria,fine_tmatrix,1461.7,0.004372
algeria,fine_tmatrix,1466.3,0.004372
algeria,fine_tmatrix,1471.0,0.004353
algeria,fine_tmatrix,1489.6,0.004563
algeria,fine_tmatrix,1494.3,0.004563
algeria,fine_tmatrix,1498.9,0.004563
algeria,fine_tmatrix,1503.6,0.004563
algeria,fine_tmatrix,1508.3,0.004563
algeria,fine_tmatrix,1512.9,0.004563
algeria,fine_tmatrix,1517.6,0.004563
algeria,fine_tmatrix,1522.2,0.004258
algeria,fine_tmatrix,1536.2,0.004544
algeria,fine_tmatrix,1540.9,0.004601
algeria,fine_tmatrix,1545.5,0.004601
algeria,fine_tmatrix,1550.2,0.004601
algeria,fine_tmatrix,1554.9,0.004601
algeria,fine_tmatrix,1559.5,0.004601
algeria,fine_tmatrix,1564.2,0.004601
algeria,fine_tmatrix,1568.8,0.004582
algeria,fine_tmatrix,1573.5,0.004544
algeria,fine_tmatrix,1592.1,0.004735
algeria,fine_tmatrix,1596.8,0.004716
algeria,fine_tmatrix,1601.5,0.004716
algeria,fine_tmatrix,1606.1,0.004716
algeria,fine_tmatrix,1610.8,0.004716
algeria,fine_tmatrix,1615.4,0.004716
algeria,fine_tmatrix,1620.1,0.004697
algeria,fine_tmatrix,1638.7,0.005327
algeria,fine_tmatrix,1643.4,0.005346
algeria,fine_tmatrix,1648.1,0.005346
algeria,fine_tmatrix,1652.7,0.005346
algeria,fine_tmatrix,1657.4,0.005346
algeria,fine_tmatrix,1662.0,0.005346
algeria,fine_tmatrix,1666.7,0.005346
algeria,fine_tmatrix,1671.4,0.005327
algeria,fine_tmatrix,1690.0,0.005537
algeria,fine_tmatrix,1694.7,0.005556
algeria,fine_tmatrix,1699.3,0.005556
algeria,fine_tmatrix,1704.0,0.005556
algeria,fine_tmatrix,1708.6,0.005556
algeria,fine_tmatrix,1713.3,0.005556
algeria,fine_tmatrix,1718.0,0.005556
algeria,fine_tmatrix,1722.6,0.005174
algeria,fine_tmatrix,1736.6,0.004506
algeria,fine_tmatrix,1741.3,0.005346
algeria,fine_tmatrix,1745.9,0.005346
algeria,fine_tmatrix,1750.6,0.005346
algeria,fine_tmatrix,1755.2,0.005346
algeria,fine_tmatrix,1759.9,0.005346
algeria,fine_tmatrix,1764.6,0.005346
algeria,fine_tmatrix,1769.2,0.005346
algeria,fine_tmatrix,1773.9,0.004506
algeria,fine_tmatrix,1787.9,0.005728
algeria,fine_tmatrix,1792.5,0.005747
algeria,fine_tmatrix,1797.2,0.005747
algeria,fine_tmatrix,1801.8,0.005747
algeria,fine_tmatrix,1806.5,0.005747
algeria,fine_tmatrix,1811.2,0.005747
algeria,fine_tmatrix,1815.8,0.005747
algeria,fine_tmatrix,1820.5,0.005728
algeria,fine_tmatrix,1839.1,0.005938
algeria,fine_tmatrix,1843.8,0.005938
algeria,fine_tmatrix,1848.4,0.005938
algeria,fine_tmatrix,1853.1,0.005938
algeria,fine_tmatrix,1857.8,0.005938
algeria,fine_tmatrix,1862.4,0.005938
algeria,fine_tmatrix,1867.1,0.005938
algeria,fine_tmatrix,1871.7,0.005919
algeria,fine_tmatrix,1890.4,0.005938
algeria,fine_tmatrix,1895.0,0.005938
algeria,fine_tmatrix,1899.7,0.005938
algeria,fine_tmatrix,1904.4,0.005938
algeria,fine_tmatrix,1909.0,0.005938
algeria,fine_tmatrix,1913.7,0.005938
algeria,fine_tmatrix,1918.3,0.005919
algeria,fine_tmatrix,1923.0,0.005919
algeria,fine_tmatrix,1941.7,0.005976
algeria,fine_tmatrix,1946.3,0.005976
algeria,fine_tmatrix,1951.0,0.005976
algeria,fine_tmatrix,1955.6,0.005976
algeria,fine_tmatrix,1960.3,0.005976
algeria,fine_tmatrix,1965.0,0.005976
